timestamp,open,high,low,close,volume,positiveCrossover,negativeCrossover,entrySignal,exitSignal,distance,longSmaVelocity,distanceVelocity
Mon Jan 05 2026 15:45:00 GMT+0000 (Coordinated Universal Time),7000.5,7002.75,7000.5,7002.75,NaN,,,,,3,,
Mon Jan 05 2026 15:45:00 GMT+0000 (Coordinated Universal Time),7000.5,7003.25,7000.5,7000.75,NaN,,,,,2.800000000000182,,
Mon Jan 05 2026 15:45:00 GMT+0000 (Coordinated Universal Time),7000.5,7003.25,7000.5,7003.25,NaN,,,,,3.050000000000182,,
Mon Jan 05 2026 15:45:00 GMT+0000 (Coordinated Universal Time),7000.5,7003.5,7000.5,7003.5,NaN,,,,,3.0750000000007276,,
Mon Jan 05 2026 15:45:00 GMT+0000 (Coordinated Universal Time),7000.5,7003.5,7000.5,7003.5,NaN,,,,,3.0750000000007276,,
Mon Jan 05 2026 15:50:00 GMT+0000 (Coordinated Universal Time),7001,7001,7001,7001,,,,,,1.6500000000005457,,
Mon Jan 05 2026 15:50:00 GMT+0000 (Coordinated Universal Time),7001,7002,7001,7002,NaN,,,,,1.75,,
Mon Jan 05 2026 15:50:00 GMT+0000 (Coordinated Universal Time),7001,7002.5,7001,7002.5,NaN,,,,,1.7999999999992724,,
Mon Jan 05 2026 15:50:00 GMT+0000 (Coordinated Universal Time),7001,7003.25,7001,7003.25,NaN,,,,,1.875,,
Mon Jan 05 2026 15:50:00 GMT+0000 (Coordinated Universal Time),7001,7003.25,6998.75,6998.75,NaN,,,,,1.4249999999992724,,
Mon Jan 05 2026 16:00:00 GMT+0000 (Coordinated Universal Time),7001,7001,7000.25,7000.25,,,,,,-0.1750000000001819,,
Mon Jan 05 2026 16:10:00 GMT+0000 (Coordinated Universal Time),7006.5,7006.75,7006.5,7006.75,,,,,,-0.2749999999996362,,
Mon Jan 05 2026 16:10:00 GMT+0000 (Coordinated Universal Time),7006.5,7006.75,7005.75,7005.75,NaN,,,,,-0.375,,
Mon Jan 05 2026 16:15:00 GMT+0000 (Coordinated Universal Time),7005,7005,7005,7005,,,,,,-0.2250000000003638,,
Mon Jan 05 2026 16:15:00 GMT+0000 (Coordinated Universal Time),7005,7005,7005,7005,NaN,,,,,-0.2250000000003638,,
